Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Código Meses,Meses,Unidad,valor,Símbolo,Descripción del Símbolo
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","1993","1993","7021","Valor anual","","13.43","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","1994","1994","7021","Valor anual","","17.54","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","1995","1995","7021","Valor anual","","20.97","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","1996","1996","7021","Valor anual","","23.14","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","1997","1997","7021","Valor anual","","27.66","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","1998","1998","7021","Valor anual","","30.39","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","1999","1999","7021","Valor anual","","33.39","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2000","2000","7021","Valor anual","","36.69","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2001","2001","7021","Valor anual","","40.31","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2002","2002","7021","Valor anual","","43.85","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2003","2003","7021","Valor anual","","50.37","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2004","2004","7021","Valor anual","","57.86","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2005","2005","7021","Valor anual","","65.71","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2006","2006","7021","Valor anual","","68.71","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2007","2007","7021","Valor anual","","86.07","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2008","2008","7021","Valor anual","","84.87","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2009","2009","7021","Valor anual","","81.58","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2010","2010","7021","Valor anual","","93.2","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2011","2011","7021","Valor anual","","120.05","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2012","2012","7021","Valor anual","","108.26","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2013","2013","7021","Valor anual","","93.9","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2014","2014","7021","Valor anual","","100.32","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2015","2015","7021","Valor anual","","101.13","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2016","2016","7021","Valor anual","","98.56","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2017","2017","7021","Valor anual","","100.89","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2018","2018","7021","Valor anual","","93.52","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2019","2019","7021","Valor anual","","92.78","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2020","2020","7021","Valor anual","","89.96","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1735","Hortaliz Prim Exc Melon","2021","2021","7021","Valor anual","","87.87","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1991","1991","7021","Valor anual","","9.05","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1992","1992","7021","Valor anual","","8.68","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1993","1993","7021","Valor anual","","51.71","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1994","1994","7021","Valor anual","","43.45","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1995","1995","7021","Valor anual","","43.45","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1996","1996","7021","Valor anual","","63.82","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1997","1997","7021","Valor anual","","66.53","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1998","1998","7021","Valor anual","","67.9","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","1999","1999","7021","Valor anual","","71.67","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2000","2000","7021","Valor anual","","75.44","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2001","2001","7021","Valor anual","","77.33","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2002","2002","7021","Valor anual","","79.21","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2003","2003","7021","Valor anual","","81.1","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2004","2004","7021","Valor anual","","84.87","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2005","2005","7021","Valor anual","","86.76","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2006","2006","7021","Valor anual","","92.42","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2007","2007","7021","Valor anual","","94.3","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2008","2008","7021","Valor anual","","84.87","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2009","2009","7021","Valor anual","","81.58","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2010","2010","7021","Valor anual","","93.2","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2011","2011","7021","Valor anual","","120.05","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2012","2012","7021","Valor anual","","108.26","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2013","2013","7021","Valor anual","","93.9","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2014","2014","7021","Valor anual","","100.32","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2015","2015","7021","Valor anual","","101.13","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2016","2016","7021","Valor anual","","98.56","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2017","2017","7021","Valor anual","","100.89","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2018","2018","7021","Valor anual","","93.52","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2019","2019","7021","Valor anual","","91.48","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2020","2020","7021","Valor anual","","88.91","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1783","Huevos Naturales","2021","2021","7021","Valor anual","","86.51","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1991","1991","7021","Valor anual","","33.25","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1992","1992","7021","Valor anual","","33.7","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1993","1993","7021","Valor anual","","14.49","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1994","1994","7021","Valor anual","","28.64","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1995","1995","7021","Valor anual","","39.31","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1996","1996","7021","Valor anual","","45.83","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1997","1997","7021","Valor anual","","54.7","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1998","1998","7021","Valor anual","","54.14","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","1999","1999","7021","Valor anual","","57.28","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2000","2000","7021","Valor anual","","59.98","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2001","2001","7021","Valor anual","","62.56","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2002","2002","7021","Valor anual","","65.71","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2003","2003","7021","Valor anual","","65.82","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2004","2004","7021","Valor anual","","70.82","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2005","2005","7021","Valor anual","","73.01","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2006","2006","7021","Valor anual","","78.99","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2007","2007","7021","Valor anual","","82.79","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2008","2008","7021","Valor anual","","84.87","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2009","2009","7021","Valor anual","","81.58","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2010","2010","7021","Valor anual","","93.2","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2011","2011","7021","Valor anual","","120.05","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2012","2012","7021","Valor anual","","108.26","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2013","2013","7021","Valor anual","","93.9","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2014","2014","7021","Valor anual","","100.32","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2015","2015","7021","Valor anual","","101.13","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2016","2016","7021","Valor anual","","98.56","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2017","2017","7021","Valor anual","","100.89","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2018","2018","7021","Valor anual","","93.52","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2019","2019","7021","Valor anual","","91.02","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2020","2020","7021","Valor anual","","88.5","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1780","Leche, total","2021","2021","7021","Valor anual","","85.98","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1991","1991","7021","Valor anual","","12.22","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1992","1992","7021","Valor anual","","7.44","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1993","1993","7021","Valor anual","","19.66","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1994","1994","7021","Valor anual","","23.27","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1995","1995","7021","Valor anual","","17","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1996","1996","7021","Valor anual","","49.39","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1997","1997","7021","Valor anual","","47.19","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1998","1998","7021","Valor anual","","40.43","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","1999","1999","7021","Valor anual","","47.3","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2000","2000","7021","Valor anual","","52.95","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2001","2001","7021","Valor anual","","59.27","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2002","2002","7021","Valor anual","","35.77","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2003","2003","7021","Valor anual","","32.19","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2004","2004","7021","Valor anual","","50.89","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2005","2005","7021","Valor anual","","48.77","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2006","2006","7021","Valor anual","","43.89","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2007","2007","7021","Valor anual","","83.97","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2008","2008","7021","Valor anual","","84.87","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2009","2009","7021","Valor anual","","81.58","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2010","2010","7021","Valor anual","","93.2","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2011","2011","7021","Valor anual","","120.05","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2012","2012","7021","Valor anual","","108.26","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2013","2013","7021","Valor anual","","93.9","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2014","2014","7021","Valor anual","","100.32","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2015","2015","7021","Valor anual","","101.13","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2016","2016","7021","Valor anual","","98.56","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2017","2017","7021","Valor anual","","100.89","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2018","2018","7021","Valor anual","","93.52","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2019","2019","7021","Valor anual","","120.98","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2020","2020","7021","Valor anual","","110.76","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1726","Legumbres Secas, total","2021","2021","7021","Valor anual","","118.3","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1991","1991","7021","Valor anual","","12.63","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1992","1992","7021","Valor anual","","16.82","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1993","1993","7021","Valor anual","","19.14","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1994","1994","7021","Valor anual","","26.76","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1995","1995","7021","Valor anual","","31.97","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1996","1996","7021","Valor anual","","38.21","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1997","1997","7021","Valor anual","","45.65","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1998","1998","7021","Valor anual","","50.71","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","1999","1999","7021","Valor anual","","56.32","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2000","2000","7021","Valor anual","","62.75","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2001","2001","7021","Valor anual","","69.73","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2002","2002","7021","Valor anual","","69.97","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2003","2003","7021","Valor anual","","70.88","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2004","2004","7021","Valor anual","","71.28","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2005","2005","7021","Valor anual","","71.78","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2006","2006","7021","Valor anual","","72.99","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2007","2007","7021","Valor anual","","76.37","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2008","2008","7021","Valor anual","","84.87","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2009","2009","7021","Valor anual","","81.58","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2010","2010","7021","Valor anual","","93.2","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2011","2011","7021","Valor anual","","120.05","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2012","2012","7021","Valor anual","","108.26","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2013","2013","7021","Valor anual","","93.9","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2014","2014","7021","Valor anual","","100.32","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2015","2015","7021","Valor anual","","101.13","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2016","2016","7021","Valor anual","","98.56","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2017","2017","7021","Valor anual","","100.89","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2018","2018","7021","Valor anual","","93.52","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2019","2019","7021","Valor anual","","92.2","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2020","2020","7021","Valor anual","","91.04","I","Valor imputado"
"PP","Precios al Productor","95","Honduras","5539","Índice de precios al productor (2014-2016 = 100)","1720","Raíces&Tubérculos, total","2021","2021","7021","Valor anual","","89.53","I","Valor imputado"
